,Figured,Name,Locality,CatNo,Situation,SiteNo,Site,PhotoNo,Remarks,OrigNo,AccNo,f_name
4558,6/15/51.,Projectiles point,la stern shore dig de go as in let opposite big ll ,13468,Unknown.,M12/43,Digdeguash Inlet0 East,Phan.No.,Located by of. I.W'. Kingsbur'oh Very z-He.,6,137,137_13468.pdf.png
4368,,Not shed,inches sat westshore has bay perry me ,13216,,Me. 152/7,Mincher's Point,,Of).united by r I W I nnguI'Up PerrY9 of,226,137,137_13216.pdf.png
1178,mm,2 perforated nine tooth peasants.,in au by blue hill facts he,2553,crew 5. Burial in. firm) on field chart. In top of west side of skull mass.,Me. 152/1,Nevin Shellheap,,human,,25,25_2553.pdf.png
4809,,sand-blasted fragment of whipped simple- men,well fleet qmassachuset us ,14075,,,"Wellfleet, MA",,Round in 1913.,2117,141,141_14075.pdf.png
1880,,Fragment of bone awl.,blue hill fall the ,760,French IGN'L Section Of(stake). In black human.,Me. 152/1,Nevin Shellheap,,,,3,3_0760.pdf.png
6300,,One musical instrument showing use of asphaltum.,channel islands california ,4060,,,,Photo-NO-,Exchange with Southwest Museum Os Angeles. Pal.,,28,28_4060.pdf.png
6329,,One chisel.,coast channel islands california ,4090,08.1.,,,,Exchange with Southwest museum Boa Angolan 08.1.,,28,28_4090.pdf.png
4901,,knife,well flee massachusetts ,14201,Part path in field north of Chequesset Inn that slopes north east to road to Apt. maker's.,,Northeast of Chequesset Inn,,See also 14/178(a near duplicate found within a few feet of it). Round in 19111.,387,141,141_14201.pdf.png
8747,,fragment of whipped implement,wellfleet mass his at to,15061,,,Near Uncle Tim's Bridge,,Round by John E. Hopkinson in 1922.,1291,141,141_15061.pdf.png
2645,,Corner-removed point pulsate,,8336,,,jirls SJ-oq  Jung,,,,110,110_8336.pdf.png
2243,,Worked quarry piece of quart.,northshore of upper chestnut hill reservoir east kill in qu gone ,1042,In base of loam.,M50/1,13.13. Prey.,Photo.No.,,20,4,4_1042.pdf.png
8650,(W,arrow head,south wellfleet massachusetts ,14710,Josiah P. Grown's asparagus farm on north shore'of Indian river about half way from main highway to point where river,,Indian River,,Round in 1918.,985,141,141_14710.pdf.png
4999,m,,wellfleet massachusetts ,14329,,,"South Wellfleet, Massachusetts",,Round by John E. Hopkinsom 1915.,,141,141_14329.pdf.png
1193,,One awl.,a ,2574,Grave 5. Below Burial V. 420m. below grave level.,Me. 152/1,Nevin Shellheap,PhotO-NO-,Femur His had nothing to do with gr'we.,Oria.No.2592,25,25_2574.pdf.png
6370,,Obsidian lake knife.,southern oregon ,4136,,,,,Purchased from Major 0.8. MoClearsq Cortlandt'Oregon by W.K. Forehead.,,30,30_4136.pdf.png
8166,,He-touched blade,point western side of bay leading into temiscamie river ,9472,,,,Photo.No.,Collected by Edward Rogers,,118,118_9472.pdf.png
7842,,From-on-who te potshcrd.,of chi ex ice ,6618,,,If inbrer Val 1 ey.,,Purchased by A.'I. Bidder.,No.,70,70_6618.pdf.png
8562,,Small quart scraped.,andover may ,7073,Round June 29 1911.,M12/43,,,Lift of Arthur of. Hofmanm Ballardvalm Pass.,47,83,83_7073.pdf.png
890,,Broken plunuhet.,else hill fell ame ,2252,of. In human below and shell layer.,Me. 152/1,Nevin Shellheap,Photo.No.,,Oris.No-1973,25,25_2252.pdf.png
7795,,Scraped,penny ville li air ze,11810,Upstream each.,Me. 152/1,Seneca River,,Located by J. is D. Knapton.,4515,130,130_11810.pdf.png
5448,,fragments or whipped Implements(3),south ve ll fleet massachusetts ,14869,,,,,round by John R. Hopkinson in 1919.,1090,141,141_14869.pdf.png
712,,Butt of slate point.,blue hill falls me ,2072,12. Black human and pebbles,Me. 152/1,Nevin Shellheap,,,1487,25,25_2072.pdf.png
4270,,Iron rod,inches sat westshore east bay perry me ,13087,Layer 1.,Me. 152/7,Mincher's Point,,(317) Located by Or. I.W. Kingsbnry Merry. Leo EA0. 1950.,8h,137,137_13087.pdf.png
1217,,Line Broken plumes.,blue his why he ,2598,French IEJ'Men'chin Of. P'and'f human and pebbles 560m. below of.1/Of.,Me. 152/1,Nevin SHOTJ Hear.,PhotO-NO-,,Orig.No.f351S,25,25_2598.pdf.png
3808,,Projectiles point,edwards come lake them so maine ,11965,5 or a c 8,Me. 152/7,bdwards 00ve,Photo.No.,Located by W. Word,Orig.No.'5,131,131_11965.pdf.png
8551,up/(L M W/ W/ W.A.By/h'/71-/L/,the Knife.,andover mass ,7051,,Me. 152/7,ifopdau 47.,,Lift of Arthur H. Hofmann Ballardvale Pass.,509,83,83_7051.pdf.png
8339,,Small round tip of bone or angle fragment of out bone.,near aim labrador ,1472,,,Nukasujuktok Island,Photo.No.,Exchange with Field Museum Chicago. Collected by Mean Strong.,177187,17,17_1472.pdf.png
2464,.,Ni fe.,andover mass ,6991,Round July 4'1935.,M12/43,,,Lift of Arthur M. Hofmanm Ballardvalm Pass.,153,83,83_6991.pdf.png
948,,Hanged arrowpoint.,blue hill fallen me ,2310,French ICLL Section Of. 420m. below torn of heap in S.W. corner in black human.,Me. 152/1,Nevin Shellheap,PhotO-NO-,,0rig.No.1168,25,25_2310.pdf.png
7310,,seven shed him fine mineral,in his a,8688,"Area. 1. Q'9.1 56"" from 9.1.30"" from 10.7. i"" deep. in shell. 25"" below date I.",M13/77,Great. Neck - I,,,,116,116_8688.pdf.png
3291,,,,8417,/'- -v'- H'r(3- L',,r. -,,,,111,111_8417.pdf.png
7650,,Scraped,dennysville maine ,11759,"Q. A-go 76'i A-g 20"" B-go 5""..low forage.",Me. 152/7,Dennys rtiver,Photo.No.,,Orig.No.-157,130,130_11759.pdf.png
5324,,Fragment of worked stone,south wellfleet massachusetts ,14716,Josiah P. Grown's asparagus farm on north shore of Indian River about half way from main highway to point where river enters the meadow.,,Indian River,,Round in 1918,999,141,141_14716.pdf.png
5011,,fragment of whipped implement,south well flee massachusetts ,14342,,,South Side of Lieutenant Island,,Round in 1915-,5514,141,141_14342.pdf.png
6542,,14 astragalh two used for sockets,vicinity of aim labrador ,12015,,,Vicinity of Nain,Photo.No.,,,132,132_12015.pdf.png
1001,,Broken bone awl.,blue hill falls lie ,2366,Branch of Section 32. The section in black human book 2116. 511911 1-wm.,Me. 152/1,Nevin Shellheap,Photo.No.,,1578,25,25_2366.pdf.png
4538,,4 pieces barbed bone point,idol abe cab ,13442,1'wall. est 5 in crushed shell h must ca. 7 53 it W.,M50/1,Phil ' 3 Beach,,,210,137,137_13442.pdf.png
7974,,flag. arrowpoint,lake in temiscamie ri very miles from mouth ,9243,,Me. 152/1,,,collected by Murray H. Rogers,,118,118_9243.pdf.png
5968,,Arrowpoint.,med form newjersey ,1652,,,,PhotO-NO-,Exchange with University Museum Philadelphia.,NA5273,20,20_1652.pdf.png
7446,,Plummet.,in who la ,8843,Area. I. Q. 14K in chip has for brown clay below shell,He.152/1,Great Beach Hill,,,386,116,116_8843.pdf.png
5114,,arrow head,wellfleet massachusetts ,14466,South side of hill with large gravel bank on east shore of Wellfleet May.,,Between Indian Neck and Duck Creek,,Round in 1916.,715,141,141_14466.pdf.png
545,,the One awl.,deny eastern of qui on lock et pond martha vineyards mass ,400,Nm my Dec. 12'in shells.,M50/1,Hornblower Shell Heap,,,,2,2_0400.pdf.png
7317,,Drill. trap,ipswich mass ,8799,"Area L Q. am 65"" from Of 66"" from Of i"" deem in brown clay below shell 25"" below date To",M13/77,Great Beach Hill,,,89,116,116_8799.pdf.png
4929,,(fore,wellfleet massachusetts ,14236,High land bordering west. side of large meadow.,,North of Mayo's Beach Light,,Round in 19111-,112 3,141,141_14236.pdf.png
3784,m,Quart knife,otisfield come lake tr lo mrs on me ,11937,. Tu o surface,Me. 152/7,"Otisfield, Maine",,,- 1 h,131,131_11937.pdf.png
4935,FHgmtd,fragment of worked stone,south wellfleet massachusetts ,14248,High land between north end of large meadow making in at To. side of Lieutenant Is. Blackish Greek.,,Lieutenant's Island,,Round in lash.,,141,141_14248.pdf.png
5779,,arrowhead,wellfleet massachusetts ,15491,,,Taylor Hill Site,,Round in 1930.,1776,141,141_15491.pdf.png
605,,3 fragments of pottery.,east and of squibnocket pond martha vineyards mass ,461,Dec. fig at plow line.,M50/1,Hornblower Shell Heap,Photo.No.,,,2,2_0461.pdf.png
8126,I,flag. knife,lake in temiscamie hive miles from mouth ,9270,Skwnbn Artifacts excavated from two pockets on beach close under bank.,Me. 152/7,,,collected by Edward Rogers,,118,118_9270.pdf.png
1774,,,else hill ff ll lie ,654,French of.1 Section of. In shells.,Me. 152/1,,,,,3,3_0654.pdf.png
4934,,fragment of worked stone,south ve ll fleet has such set to,14247,Him'am High land between north end of large meadow making in at To. side of Lieutenant Is and blackish Greek.,,South Side of Lieutenant Island,,Round in 191h.,,141,141_14247.pdf.png
7387,,Worked fragment./M,ipswich has ,9043,great'Q. 151 Round in chip has for shell..,M13/77,Great Beach Hill,,,503,116,116_9043.pdf.png
6098,,Broken arrowpoint.,brook i elm mass ,1782,,,,,Rake collection Brookfielm Pass.,,21,21_1782.pdf.png
5808,,Scraped.,charles tom kanawha value may a,1216,,,(mound)Ev1dently Smith's farm.,Photo.No.,Exchange with 11.8. National Museum. Collected by P.W. Morris'B.A.E.,91968,16,16_1216.pdf.png
2577,',Worked frame'cut Well f-e,of all sofa up ,8440,"... 1- A'all n x 1. -.. Of'.. v) i 4 ff J"".. I'A L"" H 0A14. a v...-'u.'. 1 A q Of'-. To",Me. 152/7,Flint'   153.319,Photo.No.,,,113,113_8440.pdf.png
6172,,Broken AarrOWpoint.,war re mass ,1856,,,,,Rake collection Brookfielm Pass.,123,21,21_1856.pdf.png
5262,,Fragment of worked stone,well blue massachusetts ,14646,Will north end of Hearing Like. Griffin Island,,Griffin Island,,Round in 1917,901,141,141_14646.pdf.png
3518,,Potsnerd,ellsworth falls maine ,9939,Of - Upper occupation area. 372 North of Of fig must depth 6 below Of my,M39/7,Wasp Island,Photo.No.,mad. Hands Os. Cause plain mm in asp zat/q my mug 995t-To ar/ 5'be 51970',,125,125_9939.jpg.png
7066,,fr agent of bone,okay alaska hi in way west of whitehorse upon territory ,12739,excavated from top of turf layer stratum 2'south wall.,,Canyon no. 1,,F.J. Upon Notes June 0 19u8./,,135,135_12739.pdf.png
6371,,Obsidian lake knife.,southern oregon ,4137,,,,,Purchased from Major 0.8. MoCleary. Cortlandt. Oregon by I.K. Forehead.,,30,30_4137.pdf.png
5945,,Knife.,trent om newjersey ,1627,,,,,Exchange with University Museum Philadelphia.,664,20,20_1627.pdf.png
635,,whipped arrow'point.,trenton last ,1995,Ache.,H35,Scudding Pond,,Lift of Maurice Sobbing. Attleboro. last.,1135-3,24,24_1995.pdf.png
1610,,Potsherds.,fall she ,2999,French 10.25 Section 1013. Dear bottom of shells,Me. 152/1,Nevin Shellheap,,,,25,25_2999.pdf.png
6467,,Drag. knife,bay south of site nl ,10987,"Excavation 7945. i"" deem top of brown dirt.",,,Photo.No.,,26,126,126_10987.pdf.png
7252,,Of-,no was lb hall o,8712,"deep. in brown clay shell..25""",,,,"deep. in brown clay below shell..25"" below date I.",,116,116_8712.pdf.png
847,,Barbed bone arrmrpoint.,blue hill falls lie ,2209,Grave'lo. In human'above fish bone.,Me. 152/1,Nevin Shellheap,Photo.No.,,Oriz-NO-zsse,25,25_2209.pdf.png
1980,(Case E297),One harpoon.,blue hill fall lie ,861,French 10.4 Section 813. Bottom of shell.,Me. 152/1,Nevin Shellheap,Photo.N0-,,Orig.No.111,3,3_0861.pdf.png
3506,,Small felt.,paddington bend maine ,6346,,,,,W.B. Smith collection gift of Henry Parsons.,A17,35,35_6346.pdf.png
6379,,Obsidian lake knife.,southern oregon ,4145,,,,,Purchased from Major 0.8. lloCleary. Portlanm Oregon by W.K. Forehead.,,30,30_4145.pdf.png
1487,,Enter time flaming tool.,falls lie ,2876,Grave 4. lost and.,Me. 152/1,Nevin Shellheap,,,,25,25_2876.pdf.png
3351,',Worked fragment ta ll'site,bulky sac ka ,8639,f-Z J r 111 s J 5 and,M12/43,mlul'rti gm,,,,115,115_8639.pdf.png
3952,,Potsherd,miles of site law soda ,12590,Up a c 3,M12/43,,Photo.No.,,Orig.No.,134,134_12590.pdf.png
6552,,Fragment of quartette point,vicinity of pain labrador ,12005,,,Vicinity of Nain,Photo.No.,,0rig.No.,132,132_12005.pdf.png
3622,f'N,fragment of whipped implement,south wellfleet massachusetts ,14312,,,Lieutenant's Island,,Round by John E. Honkinson.,503,141,141_14312.pdf.png
1568,,Broken met.,blue hill falls me ,2957,French 10.3 Section him. Grown human below system shells.,Me. 152/1,Nevin Shellheap,Photo.No.,,2900,25,25_2957.pdf.png
4668,,Patellar blade. possibly knife,st petersburg florida ,13858,,,Vicinity of Shell Mound in Mound Park,,Round in 1913,145,141,141_13858.pdf.png
2932,F'd Sub Am M779 w-g'513.62 a'1gurc and C A anti'n an to'b,4 shed senate rocket,ellsworth falls maine ,10040,"Of - Topsoil..13"" North x 18"" Yes'q 4"" deep below Of",M39/7,Wasp Island,,Him shed has picked lip. It is undoubtedly from same pot m 2 in Of.30,F6 -24,125,125_10040.jpg.png
4134,,Elongated,,12934,,,"Vicinity of Lowell, Mass",,Sawtelle Collection.,,136,136_12934.pdf.png
6428,,Drag. core knife,about one mile northwest of obedjewan rapid portages at southern of large island lake ,11131,Surface,,,,,,126,126_11131.pdf.png
2678,,Line Fragment of point falsity,off lowell st no read in sg mass ,8427,"Square of West 10'10"" from oh h'L"" from a k"" deep in of top 3011 21-3/in below date 1.",He.152/1,wint's Wmds,Photo.No.,,Orig.No.,113,113_8427.pdf.png
3873,,Scraped,never gland red ft ne of on bell never ,12507,Our a c 6,,,,,,134,134_12507.pdf.png
4325,,Fragment from near base of knife,inches sat westshore east bay perry me ,13163,Days r 5.,Me. 152/7,Mincher's Point,,R0nmk3(353) united by Or. I.W. Kingsbury0 Merry He.,161,137,137_13163.pdf.png
7494,,Fragment of large scraped,is win ly mass ,8784,"Area I Q. 131 72"" from le 40"" from let 10"" deep at base of shell I below date I.",Me. 152/1,Great Beach Hill,,,,116,116_8784.pdf.png
7316,0 By,Hard. mineral tempered,ill it he it al ,8739,"Area I. Q. let from.103 38 from let i deep in brown 013 n here).'57"" below day'm 1.'y( 0",M13/77,Great Beach Hill,,,2k9,116,116_8739.pdf.png
4127,,Lanceolate stemmed straight base,,12926,,,"Vicinity of Lowell, Mass",,sawtelle collection.,,136,136_12926.pdf.png
7807,(W,the Land-convex scraped,enns vi ll maine ,11811,1um1m10pstrcam Each.,Me. 152/7,Seneca River,,Runwksbonated by J. a D. Knapton.,-21 5,130,130_11811.pdf.png
4439,6/16/51.,Knife,side of toll bridge shore of bar harbor ferry me ,13305,U known.,Me. 152/7,Toll Bridge,Photo.No.,sugar qtzitm He. M it of Or. I.W. Kingsbury Merry,,137,137_13305.pdf.png
2257,,Worked piece of quartette.,northshore of anger chestnut hill reservoir east ney corn ,1056,In loam 7'above base of loam.,M50/1,E.D Prey c7/1,,,,4,4_1056.pdf.png
3821,,Worn triangular felt,three brooks toi que river new brunswick ,11979,8 u r a c e,Me. 152/1,Tennent's Brook,,,,131,131_11979.pdf.png
3231,,Whetstone,ellsworth fall maine ,10249,A39 - Manganese-flecked yellomgranular clay above occupation layer. 49 -in North and 5 Last of B89 depth 41 -44,M39/7,Wasp Island,Photo.No.,000g look w/02.Of/,0rig.No. AS9.12,125,125_10249.jpg.png
3282,,Fragment of polished implements,ellsworth falls maine ,9811,EASl - Function of 4b1ack4(tonsil-humus2) and the iron-flecked grey sit. 214 North x in Last depth 204,M39/7,Wasp Island,Photo.No.,U. 4,,125,125_9811.jpg.png
7004,,Of to herd,rd falls maine ,9686,From ran channel f'l'Or-d with occupational debris u/even,M13/77,This p TFT' an if,,Cut Am far-w u u/even,737-7,120,120_9686.pdf.png
704,,whipped slate disc.,else hill fall she ,2064,French 15.3'Section ll. In black human and pebbles in 8.3. corner.,Me. 152/1,Nevin Shellheap,,,,25,25_2064.pdf.png
1088,Barn,72.6 him 252,queer ,2461,.of.C.of TOP 5 muir fig.(Am mm Sioux of seat. 8533,Me. 152/1,Eran 3a,62.35,320m,mug..oz.ut0,25,25_2461.pdf.png
7002,,Utilized Lake,el sum the all maine ,9640,Round in or'iss scar to,M39/7,i'hrsg- Tal anal,,,95-77,120,120_9640.pdf.png
1620,,Broken felt.,blue hill faith me ,500,In upper shells. French of.2'Section(E.,Me. 152/1,Nevin Shellheap,Photo.No.,,18,3,3_0500.pdf.png
6604,,hammerstone,saguenay county quebec ,13643,To. 2 rd terrace in artifice-bearing lay- er thirty inches below surface.,,"LaPointe Farm, Tadousac",PhOtO-NO-,,7298,139,139_13643.pdf.png
4493,,ne-adve,peninsula on sip paper ll me ,13374,go va te d.,M12/43,Thompson's Point,Photo.No.,joy. Located by Or. I.W. Kingsbury0 Merry He.,Orig.No.1g,137,137_13374.pdf.png
4528,,Herds,bailey farm all base no ,13422,West 5 top layer humbug broken calm c pebbles. less(re 8. wall).',M50/1,Drake's Farm,Photo.No.,,5A,137,137_13422.pdf.png
3145,,'1 rim's'herd.,hamilton go un ty go hi of ,6291,Shed 4 Einbank Neville 1890 written on shed.,,Turner Mounds,Photo.No.,Embody Museum Necks exchange.,,34,34_6291.pdf.png
3471,,Red paper scraped,ellsworth fall maine ,9914,Of - All Of-Of - Must below grass roots,M39/7,Wasp Island,Photo.No.,6)ch -. ogg so full quos,,125,125_9914.jpg.png
2171,,Thumbeoraper.,blue hill maine ,5071,of. Shell flecked charcoal under brown ash of.,Me. 152/7,Richard's Shellheap,,,R1677,32,32_5071.pdf.png
6412,,Lakes,two miles west of obedjewan rapid on long point lake mistassini ,11097,Surface.,,,,,,126,126_11097.pdf.png
3710,,european gun flint,point glee ve tonne all pembroke maine ,11853,West ff 10 all low surface.,Me. 152/7,Mahar's Point,PhotO-NO-,,Orig.No.-J4,131,131_11853.pdf.png
7575,,One awl,in nl hm acid ,8875,"Area I sq. 73 40"" from 7.13 2"" from 8.7. 8"" deep'in brown clay below kh911k.23"" below date I.",M13/77,Great. Neck - I,,S,206,116,116_8875.pdf.png
6959,Q 5 020,Potsherd,ellsworth far maine ,9732,"20"" below of he north of 1 long 30"" east of B line in fire dirt and ash 171",M39/7,Wasp Island,,OCCUP 171 555 AL90'.,Al-h,120,120_9732.pdf.png
2773,,9. 1.11-1urxmvr slaves 5,,8488,,,,,,,114,114_8488.pdf.png
4070,,Badly eroded bone 9x51.,alaska li in way west of white hors mouton territory ,12729,Surface of south wall of site.,,Canyon no. 1,,i-.J. Upon Notes June B 19L48.,1 6,135,135_12729.pdf.png
8031,,Rectanguloid knife,east of no left ban ll three quarter mile from shore ,9494,,,Quartz mine,Photo-No.,Collected by edward Rogers,Orig.No.,118,118_9494.pdf.png
3993,,Ships,send last portages after leaving law brass couple for law pre sq ill ,12631,but a ce,M. 59/63,,Photo.No.,,0rig.No.,134,134_12631.pdf.png
8448,,the Copper plate.,ross county ohio ,6546,Round 25 Skeleton 360-361.,,,,Exchange with Field Museum. Collected in 1891.,56396,55,55_6546.pdf.png
3762,,5 flakes,sunk mrs po in gold soon maine ,11914,"West 195123 1""-')"" below surface.",Me. 152/1,Bunker's Point,Photo.No.,,-11,131,131_11914.pdf.png
5233,,Fragment of copper,south true am massachusetts ,14609,,,North Truro Site,Photo.No.,Round in 1916,0rig.No. 869 am,141,141_14609.pdf.png
7243,,Line Large utilised lake. black chart,is rich last ,8807,"Area. I Q. Of 15"" from I F. 50"" from of. 6"" deem In top 0 shell 59 below date I.",He.152/1,Great Ne ck - I,,,269,116,116_8807.pdf.png
4597,,unfinished stone felt or adve,ty pick to count nova ,13610,,,Quarry Island  Merigomish Harbor,PhOto-No',,12f1,139,139_13610.pdf.png
7758,,0,my ty der my ville ma age ,11758,"A- Q 145"" A- S oh"" D-of of below flowaje.",Me. 152/1,Seneca River,,,-1'd6,130,130_11758.pdf.png
8369,Collected by Duncan Strong.,,mi of jack lanes ban ,1277,,,Evidently shaped to make thin,,Exchange with Field Museuzru Chicago.,,17,17_1277.pdf.png
8145,,Hmeratone,lake in temiscamie river miles from mouth ,9200,,Me. 152/7,,Photo.No.,Collected by Edward Rogers,,118,118_9200.pdf.png
2746,,Grooved minor/ gum,ipswich ill lo ,8837,"Area. 1. Q. x 31."" from x. 30"" from Of. 8"" deep.(to middle). in brown 013i below shell. 23"" below date I.",M13/77,Great Beach Hill,,,155,116,116_8837.pdf.png
